Values[k1].InitialValue	Values[kd1].InitialValue	Values[kt3].InitialValue	Values[kt5].InitialValue	Values[k2].InitialValue	Values[kd2].InitialValue	Time	[l1]	[l13]	[l15]	[l135]	[c]
2.98457	0.198865	647.275	739.804	18.3113	0.0432986	0	0.00215139	0.0018818	0.00245818	0.16117	68.1599
2.53925	0.116413	773.889	462.459	18.1221	0.0484894	0	0.00205364	0.00343574	0.00122703	0.139182	52.017
2.66274	0.304714	938.43	934.62	16.5199	0.0635765	0	0.00142138	0.00142671	0.00141514	0.158188	41.1039
1.892	0.156105	790.292	989.268	16.9153	0.0562037	0	0.00106309	0.000849133	0.00133049	0.110799	33.3466
3.06485	0.191304	44.6276	639.134	17.3475	0.0424535	0	0.00448108	0.000312798	0.0639018	0.173997	71.0994
3.1382	0.144841	853.385	940.062	18.8389	0.0802103	0	0.00174967	0.0015881	0.00192706	0.16527	38.8167
2.16718	0.32841	254.641	939.665	17.3887	0.0327166	0	0.00181409	0.000491431	0.00668566	0.122155	64.9246
3.57729	0.239803	263.833	762.838	17.2508	0.048695	0	0.00348355	0.00120443	0.0100631	0.204324	72.3845
1.83213	0.213475	511.148	524.501	17.4067	0.0468394	0	0.0017687	0.00172297	0.00181415	0.103915	38.6173
2.97443	0.167341	312.201	202.416	16.8934	0.0598041	0	0.00577801	0.0089045	0.00374416	0.174163	49.1973
1.39549	0.284403	337.521	275.22	18.3866	0.0614532	0	0.00227639	0.00278881	0.00185464	0.0746352	22.3307
2.19446	0.116444	794.102	358.954	17.5997	0.0320359	0	0.00190298	0.00420853	0.000860066	0.123822	68.0246
2.34278	0.165434	235.342	964.772	17.1499	0.0400533	0	0.00195186	0.000476047	0.00799591	0.135201	57.8901
2.18717	0.313034	140.328	465.904	18.2852	0.0813081	0	0.00360595	0.00108537	0.0119455	0.117321	26.3841
3.09788	0.15352	82.5846	609.729	17.4855	0.0297574	0	0.00447368	0.000605785	0.0329683	0.175296	103.004
1.48158	0.321987	393.237	607.077	17.1889	0.0445894	0	0.00148064	0.000958586	0.00228393	0.0845222	32.5828
2.43847	0.224668	600.156	996.159	18.9875	0.0312319	0	0.00152735	0.000919975	0.00253419	0.126865	77.1278
2.98069	0.295307	578.114	284.763	17.0763	0.0465247	0	0.00345319	0.00700325	0.00170007	0.171377	62.9019
1.24838	0.240074	905.946	916.418	18.7977	0.0682712	0	0.000684941	0.000676937	0.000692676	0.0655479	18.0478
2.52072	0.191904	764.255	2.75303	17.3066	0.0762986	0	0.00328561	0.852666	1.18326e-05	0.134666	30.546
2.73694	0.286449	682.183	731.923	18.2627	0.078641	0	0.00193506	0.00180285	0.00207528	0.147461	34.2447
1.44112	0.332919	277.324	945.275	17.8875	0.0691978	0	0.00117841	0.000345599	0.00401187	0.0789923	20.4194
1.27775	0.254403	529.196	124.154	17.6516	0.0579796	0	0.00195492	0.00831564	0.000458423	0.0712061	21.6784
3.30919	0.182622	598.083	585.903	18.4099	0.0633062	0	0.00279452	0.00285173	0.00273678	0.177902	51.7353
2.85035	0.227909	705.384	413.527	17.5458	0.0299798	0	0.00254692	0.00434208	0.00149263	0.160262	93.7939
3.54715	0.195918	966.692	353.954	18.0236	0.0360652	0	0.00268552	0.00733044	0.000983105	0.194572	97.2373
2.30088	0.295392	151.776	242.797	16.4553	0.0744414	0	0.00582697	0.00363811	0.00930331	0.137029	30.2904
1.66466	0.291618	640.903	164.291	17.5135	0.0706278	0	0.00206665	0.00804775	0.000529531	0.0933187	23.1401
2.76349	0.241161	55.0849	604.638	18.2365	0.0780778	0	0.00418733	0.00038133	0.0457618	0.148901	34.7786
2.10261	0.292082	95.618	637.519	17.6881	0.0295904	0	0.00286683	0.000429783	0.0190559	0.116577	69.686
2.2858	0.177507	450.843	760.963	18.3252	0.0447782	0	0.001886	0.00111713	0.00318205	0.123479	50.533
3.39679	0.163537	356.805	233.879	17.5897	0.0755802	0	0.00574901	0.00876454	0.00376665	0.191165	44.4896
1.81865	0.279203	928.278	840.337	17.1018	0.056787	0	0.00102813	0.00113534	0.000930448	0.104584	31.4964
2.61363	0.18628	907.684	781.237	17.6004	0.0752445	0	0.00154735	0.00179736	0.00133152	0.146894	34.3599
1.66198	0.12602	802.517	145.74	17.601	0.0721334	0	0.00175244	0.00964149	0.000318198	0.0936712	22.8563
2.86152	0.250602	29.3839	612.382	17.5837	0.079074	0	0.00445709	0.000213777	0.0921035	0.159091	35.377
2.81007	0.128242	172.797	886.571	18.6258	0.0335273	0	0.00265227	0.000516866	0.0135979	0.149724	83.1776
2.98091	0.210826	901.952	734.591	18.8087	0.0661437	0	0.00182123	0.00223552	0.00148295	0.156668	44.5501
1.34162	0.130949	367.048	225.754	17.5161	0.0344672	0	0.00226268	0.0036767	0.00139117	0.0759707	38.6079
3.37738	0.205315	512.398	670.216	18.0881	0.0757867	0	0.00285536	0.00218233	0.00373332	0.184524	44.0406
3.03167	0.180847	547.992	646.619	18.8173	0.0297767	0	0.0025374	0.00214978	0.0029931	0.159504	100.798
2.18564	0.28236	698.814	402.734	17.4849	0.0810009	0	0.00198364	0.00343955	0.00114273	0.12291	26.5315
3.42348	0.332804	914.498	258.985	16.6646	0.0765244	0	0.00291654	0.0102853	0.000825663	0.201138	43.8014
1.61815	0.24483	74.6731	827.303	18.3632	0.034223	0	0.00179351	0.000161836	0.0198054	0.0866731	46.5067
3.45278	0.269244	918.065	25.9845	17.7356	0.0612048	0	0.00365637	0.127859	0.000103458	0.189801	54.9996
2.25994	0.175474	847.959	605.842	16.9794	0.0336574	0	0.00155432	0.00217485	0.00111029	0.131688	66.4337
3.55166	0.154306	885.047	293.878	17.4956	0.0624527	0	0.00301223	0.0090669	0.00100003	0.201114	56.3403
3.05518	0.23208	483.572	78.9414	16.9458	0.0494218	0	0.00542906	0.0331594	0.00088585	0.177322	60.8005
3.19797	0.157338	769.972	648.753	17.6519	0.034881	0	0.00225386	0.00267435	0.00189865	0.179508	90.8418
1.6024	0.267018	355.89	602.199	16.7504	0.0557933	0	0.00167203	0.000987705	0.00282711	0.094076	28.2438
3.23236	0.133537	276.424	137.051	17.4755	0.0499908	0	0.00781501	0.0157472	0.0038728	0.183355	64.096
2.27144	0.158638	909.223	647.214	18.3969	0.0494973	0	0.00145924	0.00204947	0.00103855	0.122374	45.4834
2.39899	0.149069	24.201	240.754	18.9599	0.0304934	0	0.00904925	0.000909084	0.0894717	0.124767	77.5765
1.96477	0.318617	622.305	448.039	18.1185	0.036374	0	0.0018351	0.00254706	0.00132053	0.106467	53.0332
2.69127	0.229088	308.086	296.775	16.7858	0.0614616	0	0.00444772	0.00461368	0.00428125	0.157992	43.1492
3.30977	0.286761	966.921	72.417	18.9076	0.0508048	0	0.00318362	0.0423405	0.000238365	0.171751	63.9191
1.64316	0.318146	717.426	289.092	18.675	0.0346217	0	0.001632	0.00404561	0.000657335	0.0864072	46.6082
2.88364	0.303807	782.746	859.498	18.5413	0.0510457	0	0.00175559	0.00159825	0.00192699	0.152933	55.5498
2.08569	0.229972	145.953	244.108	18.1533	0.0335692	0	0.00534396	0.00319217	0.00892375	0.113238	61.2358
2.91521	0.165227	562.885	902.501	18.0841	0.0597042	0	0.00198916	0.0012404	0.00318838	0.159685	48.3679
2.356	0.248123	7.49384	66.5482	18.0149	0.0523423	0	0.0317135	0.00355792	0.272602	0.124821	42.9602
1.51377	0.301205	254.626	364.777	18.5219	0.0375724	0	0.00244274	0.0017037	0.00349533	0.0802986	39.5845
1.40105	0.185918	28.0119	893.4	16.5495	0.0628405	0	0.00152024	4.76562e-05	0.0481662	0.0831652	21.9022
2.39383	0.246371	548.983	342.476	17.4211	0.0362322	0	0.00268455	0.0043002	0.00167397	0.135373	65.0898
1.61393	0.272059	646.116	285.54	18.192	0.0758538	0	0.00173182	0.00391501	0.000765028	0.087315	20.9407
1.76661	0.218435	803.477	802.807	17.5941	0.0391729	0	0.00109966	0.00110028	0.00109845	0.0991373	44.5266
3.17295	0.11394	525.401	891.175	16.4569	0.0580735	0	0.0022397	0.00132027	0.00379811	0.191428	54.2468
2.90078	0.166931	492.703	36.3655	18.8298	0.0705934	0	0.00548108	0.0739218	0.000404412	0.151997	40.5433
3.49797	0.330168	100.588	158.59	17.7804	0.0407356	0	0.0134793	0.00853161	0.0211824	0.192358	83.9611
2.75265	0.258726	965.595	716.695	18.8031	0.0449872	0	0.001636	0.00220337	0.00121396	0.144338	60.3282
2.61689	0.252902	682.061	78.0877	17.2299	0.0388179	0	0.00344146	0.0299626	0.00039386	0.149195	66.2224
1.97997	0.285294	869.407	760.094	18.9219	0.0398367	0	0.00121486	0.00138906	0.00106177	0.10303	48.938
2.10701	0.325209	868.218	605.949	18.6673	0.0816245	0	0.00142897	0.00204637	0.000996939	0.110862	25.3539
3.5889	0.167307	333.253	967.241	18.8586	0.0613072	0	0.00275929	0.000950521	0.00800461	0.188529	57.9932
2.32095	0.323966	766.953	364.731	17.8544	0.0315139	0	0.0020503	0.00430751	0.000974624	0.127546	72.2619
3.09883	0.261961	65.039	663.174	16.4778	0.0816967	0	0.00425386	0.000417022	0.0432007	0.184369	37.1863
2.18424	0.306588	71.975	697.808	17.9728	0.0634573	0	0.00283635	0.000292425	0.0273822	0.11898	33.6984
1.74574	0.194793	496.849	735.292	17.099	0.0582565	0	0.00141661	0.000956972	0.00209563	0.100895	29.6141
2.08624	0.176782	991.662	526.529	16.9469	0.04125	0	0.001374	0.00258693	0.000729406	0.121785	50.0336
2.82263	0.248021	463.77	315.143	18.408	0.0762365	0	0.00362265	0.00532696	0.00246037	0.151147	36.4958
1.94532	0.290934	31.3351	193.666	16.4672	0.075122	0	0.00863468	0.00139499	0.0528755	0.11499	25.2066
3.10195	0.212036	722.518	430.173	16.6966	0.060838	0	0.00269055	0.00451682	0.00160143	0.183342	50.3173
2.02344	0.214752	521.071	337.521	18.6758	0.076286	0	0.0023561	0.00363508	0.00152552	0.107028	26.2019
2.51827	0.286446	450.721	251.806	18.5495	0.0521107	0	0.00358313	0.00640636	0.00200052	0.133513	47.5256
1.32265	0.312021	538.007	604.241	18.2131	0.0615103	0	0.00115762	0.00103019	0.00129938	0.0713386	21.1233
1.2204	0.177544	687.823	241.226	16.8379	0.0809631	0	0.00131335	0.00374207	0.000460485	0.0716654	14.9043
2.90833	0.297048	684.149	562.931	16.8003	0.0444803	0	0.00233155	0.00283212	0.00191761	0.16998	64.2022
1.778	0.239586	606.467	395.173	17.4441	0.068737	0	0.00177466	0.0027219	0.00115591	0.100468	25.4968
2.8973	0.152206	304.183	549.211	17.663	0.0380567	0	0.00339443	0.0018795	0.00612567	0.162534	75.4356
1.68059	0.252814	918.08	374.731	18.1773	0.0814533	0	0.00129969	0.00318206	0.000530348	0.0911182	20.3341
1.27947	0.29175	310.296	947.165	16.8218	0.039501	0	0.00101727	0.000333159	0.00310224	0.0746876	31.8063
2.98996	0.249393	662.381	204.763	17.951	0.0503416	0	0.00344706	0.0111372	0.0010652	0.164065	58.5031
1.94547	0.289545	686.421	575.72	17.8518	0.0381868	0	0.00154105	0.00183644	0.00129198	0.107165	50.0982
3.00816	0.140871	999.436	756.389	18.5708	0.0754342	0	0.00171311	0.00226315	0.00129632	0.160724	39.5679
2.8742	0.293044	699.927	612.595	18.8598	0.0421656	0	0.00218934	0.00250025	0.00191537	0.149965	67.0763
2.52157	0.141545	607.565	460.63	17.293	0.0466145	0	0.00236027	0.00311221	0.00178904	0.144571	53.633
2.51442	0.266679	74.7341	980.503	16.6238	0.0324237	0	0.0023822	0.000181522	0.0311431	0.148334	76.0518
2.2172	0.289156	61.4415	582.29	17.5341	0.0683862	0	0.00344275	0.000363088	0.0324746	0.123811	31.7449
1.80045	0.273841	270.144	411.774	17.111	0.0336011	0	0.00263921	0.0017303	0.00401881	0.103432	52.6717
2.60063	0.184529	760.231	632.427	18.8419	0.0609454	0	0.00186714	0.00224381	0.00155287	0.136631	42.2406
2.51757	0.161203	333.863	442.215	17.2886	0.0376077	0	0.0032433	0.00244772	0.00429381	0.144183	66.2822
1.7761	0.220156	4.33838	663.052	16.6837	0.0763532	0	0.00266038	1.74012e-05	0.386959	0.099996	21.8498
2.97659	0.183926	78.4078	187.416	17.483	0.0362792	0	0.0111899	0.00467683	0.0266842	0.16804	80.9792
3.05939	0.201954	926.86	506.758	17.8163	0.0350782	0	0.00213373	0.00390105	0.00116636	0.169713	86.1978
2.01022	0.139699	930.702	928.461	18.1892	0.0614859	0	0.00108117	0.00108361	0.0010784	0.10965	32.4374
2.97377	0.181348	749.728	924.132	17.3003	0.0282929	0	0.0017764	0.00144087	0.0021891	0.170052	103.982
3.08125	0.185467	159.672	537.23	17.1701	0.0827105	0	0.00442018	0.00131329	0.0148548	0.177317	36.8097
2.65897	0.150363	583.129	721.42	16.6451	0.0521384	0	0.00203799	0.00164698	0.00252066	0.158259	50.524
3.0576	0.159343	460.02	527.565	17.2393	0.0713748	0	0.00309553	0.00269839	0.00354882	0.175652	42.4256
3.34299	0.273671	456.712	767.533	18.2853	0.0444853	0	0.00273004	0.00162391	0.00458526	0.179996	73.9858
1.53787	0.114022	443.648	553.175	17.5689	0.0291464	0	0.0015426	0.00123691	0.00192293	0.086939	52.4052
2.33267	0.235921	626.01	448.648	16.4345	0.0401431	0	0.00217014	0.00302646	0.00155471	0.139833	57.2475
3.10799	0.212503	922.623	529.059	17.6666	0.0566393	0	0.00214064	0.00373155	0.00122723	0.173749	54.1949
1.97766	0.27652	838.081	17.9968	18.3827	0.0340174	0	0.0023094	0.105917	4.95752e-05	0.104384	56.4081
2.41873	0.157812	156.867	944.924	16.8747	0.0313671	0	0.00219496	0.000364325	0.0132085	0.14186	76.3175
2.76862	0.30358	779.956	148.956	18.7566	0.0479665	0	0.00297952	0.0155695	0.000568807	0.144952	56.6814
3.45414	0.282279	909.422	375.128	16.4753	0.0283626	0	0.0026884	0.00651257	0.00110859	0.205951	119.633
2.42986	0.145136	160.053	224.169	17.1572	0.0345126	0	0.00632173	0.00451071	0.00884611	0.140271	69.7326
3.18409	0.200491	274.473	93.1485	18.7954	0.0734888	0	0.0086566	0.0254529	0.00293566	0.167229	42.7702
3.33435	0.178733	21.4114	1.53353	17.6766	0.0728392	0	0.144196	1.80313	0.0102422	0.167147	40.5631
2.47575	0.292482	389.259	694.042	16.7104	0.0582699	0	0.00228476	0.00128088	0.00407064	0.145476	41.7191
2.52739	0.172168	817.105	547.397	17.7299	0.0692506	0	0.00185201	0.00276364	0.00124044	0.141123	36.1308
2.58001	0.193343	740.079	607.214	17.5486	0.038415	0	0.00191469	0.0023329	0.00157054	0.145355	66.4007
3.16552	0.14913	28.9113	54.6276	16.4317	0.0669226	0	0.0378253	0.0199643	0.0711035	0.189755	46.5912
1.5426	0.25523	474.334	423.267	18.2431	0.0621842	0	0.00171809	0.00192421	0.00153229	0.0833196	24.4437
1.22043	0.131145	996.524	302.613	17.5455	0.0776473	0	0.000939324	0.00309192	0.000285206	0.0690101	15.5938
1.50217	0.223286	327.003	151.136	17.2756	0.0484994	0	0.00314023	0.00678429	0.00145037	0.0856986	30.5259
2.69786	0.186596	54.0331	191.501	18.6634	0.0408463	0	0.0109794	0.00309487	0.0387786	0.1426	65.1562
1.63671	0.114943	30.6491	105.77	16.692	0.0543137	0	0.0119875	0.00346986	0.0412146	0.0969958	29.8092
2.31143	0.295849	988.567	3.66766	18.7165	0.0590127	0	0.00232883	0.580849	8.63753e-06	0.112501	35.6807
2.71171	0.295599	488.892	900.092	17.4421	0.0578914	0	0.00195188	0.00105983	0.00359141	0.152768	46.0275
2.12257	0.128402	314.534	388.603	16.777	0.0428798	0	0.00301817	0.00244209	0.00372739	0.125486	49.0972
3.52379	0.31422	351.515	951.906	17.7947	0.0783195	0	0.00270284	0.000997763	0.00731278	0.194398	44.1684
1.64605	0.199952	318.375	513.8	18.8788	0.0677769	0	0.00197754	0.0012249	0.00318938	0.0862095	24.0131
2.2105	0.148205	759.179	45.3898	18.3869	0.0458558	0	0.00274693	0.0457949	0.000164202	0.118871	47.6639
2.27481	0.265812	816.282	641.375	16.7514	0.052443	0	0.00156031	0.00198499	0.00122558	0.133603	42.6754
3.0157	0.24963	792.029	541.163	18.9389	0.0724884	0	0.00226159	0.00330847	0.00154477	0.157069	41.0371
1.46477	0.119232	822.944	17.9358	16.9171	0.0497029	0	0.00174171	0.0793865	3.79545e-05	0.0854114	29.071
1.41321	0.15975	40.1917	584.043	17.3088	0.0783825	0	0.00226333	0.000155711	0.0327592	0.0805786	17.7938
3.58711	0.272553	375.737	112.874	18.0059	0.0547174	0	0.00733734	0.0243659	0.00220259	0.195742	64.4131
2.11005	0.223099	106.075	915.656	17.2216	0.0683938	0	0.00206472	0.000239131	0.0177855	0.1207	30.3922
2.67486	0.255521	944.848	104.276	18.1453	0.0316843	0	0.00254899	0.0230399	0.000281239	0.145008	83.0443
2.21706	0.1627	286.577	996.509	17.3167	0.0408463	0	0.00172769	0.000496769	0.00600427	0.126762	53.7403
1.41819	0.168659	782.761	11.3353	18.8742	0.045432	0	0.00178554	0.121493	2.58511e-05	0.0733818	30.4855
1.3871	0.182503	727.198	682.411	16.6344	0.0304942	0	0.000983904	0.0010482	0.000923077	0.0824507	44.9761
2.07046	0.248922	30.6186	677.64	16.5716	0.0796111	0	0.00292228	0.000131993	0.0641533	0.122097	25.4153
2.12085	0.207564	438.709	35.8625	18.7134	0.0788071	0	0.00446702	0.0543311	0.000364986	0.111441	26.4626
1.54238	0.247659	410.249	816.511	18.7088	0.0458256	0	0.00125702	0.000631389	0.00250032	0.081307	33.1944
1.54772	0.231073	996.082	852.41	17.0277	0.0460866	0	0.000837185	0.000978026	0.000716265	0.0896435	33.1208
3.53533	0.123049	528.77	447.642	18.5239	0.071107	0	0.00362028	0.00427521	0.00306412	0.18952	49.3714
1.73358	0.324457	710.033	913.553	17.4352	0.0778705	0	0.00106753	0.000829415	0.0013729	0.0975533	21.8422
1.97572	0.237909	901.647	826.328	17.5695	0.0312051	0	0.00114322	0.00124706	0.00104744	0.110903	62.4423
1.81638	0.183537	285.327	171.776	17.6631	0.0605661	0	0.00397208	0.00659075	0.00238979	0.101644	29.6428
2.95257	0.206423	473.663	305.509	16.7115	0.0572435	0	0.00378836	0.00586952	0.0024424	0.174375	50.9066
3.41737	0.197087	925.61	143.224	17.7627	0.0700764	0	0.00319669	0.0206308	0.000494535	0.190012	48.1635
1.65836	0.19666	282.308	494.319	17.9227	0.0498363	0	0.00213479	0.00121871	0.00373539	0.0914468	32.8872
1.84344	0.2957	422.399	970.534	17.1823	0.0571655	0	0.00132314	0.000575688	0.00303803	0.105389	31.6768
1.68927	0.260782	9.55175	451.651	17.9325	0.059977	0	0.00366067	7.73729e-05	0.168493	0.0903825	27.0234
2.20904	0.259989	743.63	416.499	18.1244	0.0772168	0	0.0019037	0.00339681	0.00106587	0.120068	28.1825
1.53406	0.328295	100.786	426.194	17.3867	0.0674991	0	0.00290923	0.000687441	0.0122624	0.0863029	22.2303
3.31926	0.156975	602.443	71.5786	17.664	0.0565067	0	0.00492341	0.0413473	0.000584818	0.185843	58.0946
2.54358	0.327665	698.113	799.194	17.7144	0.0288376	0	0.0016984	0.00148298	0.0019434	0.140887	86.5445
2.16714	0.224989	483.267	603.342	18.2447	0.0444375	0	0.00199399	0.00159656	0.00248828	0.117261	48.1438
1.84018	0.296144	408.572	245.373	16.8212	0.0415245	0	0.0028127	0.0046778	0.00168797	0.107345	43.4846
2.71698	0.115573	52.7526	318.68	17.2215	0.0385451	0	0.00731259	0.00121005	0.044079	0.156364	69.8617
3.42444	0.191955	746.786	158.971	17.7221	0.0468092	0	0.00377994	0.0177353	0.000804444	0.19092	72.2829
2.13034	0.284339	642.442	950.747	16.9859	0.0482132	0	0.00133691	0.000903113	0.00197762	0.123284	43.4338
1.20004	0.130983	293.695	938.842	17.3981	0.0437233	0	0.000973527	0.000304504	0.00311064	0.0684269	27.228
1.961	0.296479	28.6522	300.006	18.4891	0.0789683	0	0.00596129	0.000568773	0.0617792	0.10331	24.1884
2.72851	0.145478	833.279	403.222	18.204	0.0286672	0	0.00220638	0.00455796	0.00106748	0.148635	94.3849
2.80304	0.119875	924.01	95.679	16.6624	0.0634514	0	0.00274859	0.026511	0.000284573	0.166812	43.8052
3.50621	0.308207	33.9113	706.786	17.0161	0.0683921	0	0.00473169	0.000226926	0.0977307	0.20056	49.8998
2.83113	0.115522	205.449	680.841	18.7575	0.0784748	0	0.00319394	0.000963634	0.0105785	0.149919	35.8345
2.49805	0.193049	442.719	736.039	18.9414	0.0515064	0	0.00211888	0.00127415	0.0035212	0.130483	47.9849
1.60921	0.141091	258.406	823.858	18.611	0.0733613	0	0.0014867	0.000466228	0.00473735	0.0857648	21.7576
2.93015	0.31091	110.481	920.412	18.9347	0.0718657	0	0.00284149	0.00034096	0.0236059	0.151818	39.9999
1.36139	0.215301	802.105	73.728	16.7352	0.0817864	0	0.00155401	0.0168573	0.000142804	0.0800802	16.386
3.55463	0.298546	707.533	793.996	18.1839	0.0775785	0	0.00236687	0.00210833	0.00265498	0.192209	45.0526
2.4444	0.24002	445.478	139.871	17.6947	0.0773217	0	0.00417427	0.013272	0.00130993	0.136043	31.1329
3.51398	0.224149	942.241	336.119	17.5829	0.0520906	0	0.00274833	0.00769926	0.00098016	0.197192	66.5613
2.29107	0.111454	238.437	680.552	16.8305	0.0730566	0	0.00249273	0.000873206	0.00711148	0.135162	31.138
2.62931	0.181829	101.944	283.604	18.4888	0.0562432	0	0.00681644	0.00244866	0.0189293	0.140551	46.2034
2.18988	0.21897	766.633	842.486	16.9548	0.0333527	0	0.00136074	0.0012379	0.00149494	0.127461	64.7946
2.65915	0.266876	308.36	198.132	17.9329	0.0353149	0	0.00524737	0.00815567	0.00336871	0.145863	74.0694
1.5549	0.248224	928.187	850.84	16.7479	0.0744892	0	0.000873896	0.00095306	0.000800859	0.091447	20.5607
3.2462	0.220982	466.179	869.087	18.7784	0.0763062	0	0.00243072	0.00130351	0.0045294	0.170762	42.0233
2.31202	0.152595	82.7828	425.219	18.6717	0.0771177	0	0.00454983	0.000885457	0.0233275	0.122588	29.6809
2.6794	0.13248	361.591	705.14	18.2614	0.02954	0	0.00251148	0.00128763	0.00489585	0.145606	90.0122
1.93789	0.140129	864.224	304.229	16.7429	0.0591167	0	0.00165831	0.0047086	0.000583673	0.114726	32.4923
1.74108	0.222086	821.587	749.24	17.6218	0.0394759	0	0.00110823	0.00121488	0.00101037	0.0975316	43.5376
3.21115	0.187317	415.661	215.922	17.0397	0.0644652	0	0.00508279	0.00977615	0.00263915	0.186212	49.2202
2.29096	0.176704	559.196	783.996	16.8863	0.0686363	0	0.00170538	0.00121611	0.0023902	0.13421	33.019
1.85516	0.232076	175.648	723.722	17.7748	0.0600777	0	0.0020622	0.000500337	0.00848569	0.102883	30.4393
2.79685	0.137717	618.022	679.546	17.4409	0.05698	0	0.00215523	0.0019597	0.00236925	0.159054	48.6847
1.64818	0.244864	497.672	240.647	18.1956	0.0560501	0	0.00223159	0.00461037	0.00107855	0.0892729	28.9808
2.11276	0.187202	733.402	492.261	16.5617	0.0510239	0	0.0017235	0.00256681	0.00115652	0.126082	40.9247
2.02688	0.132555	228.01	430.813	16.9467	0.0466136	0	0.0030759	0.00162743	0.00580837	0.118594	43.1154
3.35745	0.241473	496.62	936.937	16.6666	0.0636218	0	0.00234165	0.00124087	0.00441567	0.198457	51.9885
3.22177	0.112982	127.569	673.768	16.6286	0.0789842	0	0.00401993	0.000760992	0.0212129	0.192265	40.4779
3.15871	0.259108	273.208	174.078	17.8336	0.0674781	0	0.00705786	0.0110606	0.00449274	0.174261	46.0549
2.00476	0.239264	398.618	953.72	17.3333	0.0400004	0	0.00148218	0.000619338	0.00354408	0.114008	49.4028
1.30492	0.178604	607.793	301.256	16.992	0.055508	0	0.0014352	0.00289383	0.000711155	0.0759451	23.2481
1.96092	0.275507	604.744	1.28963	16.6802	0.0572712	0	0.0032342	1.24964	6.89386e-06	0.0952921	27.7538
2.56134	0.267045	395.067	957.881	18.7291	0.0525463	0	0.00189278	0.000780436	0.00458615	0.134732	48.0228
1.63554	0.317512	771.725	222.995	17.0988	0.0781995	0	0.0016437	0.00568031	0.000474762	0.0937662	20.5026
3.05928	0.129198	971.951	650.842	18.8414	0.0341433	0	0.00188504	0.00281452	0.0012621	0.161224	88.9686
1.84835	0.24694	826.694	346.408	17.8805	0.0609589	0	0.00157528	0.00375667	0.000659889	0.101883	29.8843
2.18197	0.137788	604.988	797.7	18.5177	0.0574617	0	0.00155541	0.00117945	0.0020504	0.116926	37.6808
2.61429	0.199068	109.231	484.136	18.0071	0.0818351	0	0.00440439	0.000993309	0.0194857	0.143322	31.5367
2.57606	0.29317	727.396	576.315	16.8875	0.0629848	0	0.0019755	0.00249211	0.00156456	0.149837	40.1742
3.2381	0.255558	178.163	608.403	17.8319	0.0390034	0	0.00411542	0.00120464	0.0140335	0.178751	81.7232
2.9433	0.271192	332.704	620.842	18.2101	0.0465532	0	0.00308581	0.00165294	0.00575358	0.159105	62.2365
2.03402	0.262777	121.914	920.854	18.5573	0.0413977	0	0.00195011	0.000258104	0.0146981	0.107841	48.3418
1.85491	0.240318	674.104	522.794	16.8661	0.0742861	0	0.00154945	0.00199698	0.00120123	0.108366	24.6038
2.51109	0.296998	865.199	236.76	18.5374	0.0393592	0	0.00227814	0.00831464	0.000623194	0.133148	62.71
1.85751	0.224278	326.866	99.3985	17.3789	0.0653238	0	0.00435534	0.01429	0.00132353	0.105267	28.0054
2.48743	0.330608	393.512	589.287	16.9187	0.0714587	0	0.00253012	0.0016886	0.00378569	0.144052	34.1059
2.74913	0.205328	425.859	400.874	16.5622	0.0774912	0	0.00332447	0.00352986	0.00312792	0.163834	35.0162
2.10617	0.212347	656.162	834.514	17.3898	0.0638811	0	0.00141269	0.00111049	0.0017961	0.119602	32.5582
2.47868	0.218509	177.248	530.248	18.5469	0.0381859	0	0.00350237	0.00117027	0.0104646	0.131911	64.0694
1.31268	0.14957	80.2828	741.024	18.8176	0.067604	0	0.001598	0.000173093	0.0147224	0.0690783	19.2279
2.69145	0.194424	137.005	586.376	18.6962	0.0553989	0	0.00371966	0.000868799	0.0158975	0.142265	48.012
3.17867	0.267191	561.696	24.6583	17.9665	0.0524405	0	0.0054186	0.122108	0.000237762	0.172457	59.0851
2.90364	0.193303	129.352	327.217	18.3841	0.0403	0	0.006357	0.00251151	0.016057	0.15604	71.1826
3.37884	0.189499	505.858	302.415	16.4843	0.0740536	0	0.00417934	0.00698653	0.00249758	0.202489	45.0738
2.95198	0.202381	630.095	161.928	17.4581	0.0291305	0	0.00372619	0.0144812	0.000957287	0.166932	100.044
2.71324	0.308339	634.333	536.727	17.4557	0.0770699	0	0.0023163	0.00273596	0.00195894	0.152617	34.5663
2.31707	0.282611	383.725	445.417	18.4051	0.0441236	0	0.00279359	0.00240514	0.00324033	0.123861	51.6658
3.31648	0.230586	679.698	792.868	17.5774	0.0755391	0	0.00225182	0.00192985	0.00262586	0.186147	43.3151
2.14235	0.319775	371.256	756.008	17.317	0.0746957	0	0.00189995	0.000932619	0.00386563	0.121349	28.1329
2.35966	0.275626	240.434	836.069	18.0804	0.0459523	0	0.00219141	0.00062999	0.00761154	0.128393	50.5175
2.50095	0.151301	879.605	367.155	18.4351	0.0698473	0	0.00200571	0.00480317	0.00083706	0.134495	35.498
2.76016	0.311811	718.463	248.33	16.5809	0.0452885	0	0.00285404	0.00824689	0.000986044	0.16317	59.7395
3.49471	0.186098	833.95	187.873	17.9433	0.0386836	0	0.00341945	0.0151636	0.000770167	0.192567	89.3214
2.99695	0.241771	147.493	298.238	16.531	0.039099	0	0.00672004	0.00332068	0.013566	0.178339	75.4015
